Order ID,Order Date,Region,Segment,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-1611,2024-01-17,West,Consumer,Office Supplies,Art,38.8,4,0.2,0.07
ORD-1612,2023-03-30,Central,Corporate,Technology,Copiers,426.87,6,0.0,108.66
ORD-1613,2024-09-09,Central,Corporate,Office Supplies,Art,9.26,2,0.4,-2.61
ORD-1614,2022-12-26,Central,Consumer,Technology,Phones,321.03,5,0.1,51.9
ORD-1615,2022-06-06,East,Home Office,Technology,Phones,334.15,7,0.0,79.14
ORD-1616,2023-03-12,South,Home Office,Furniture,Bookcases,335.67,6,0.0,66.86
ORD-1617,2024-03-14,West,Corporate,Furniture,Bookcases,171.78,7,0.0,5.85
ORD-1618,2024-01-16,West,Home Office,Technology,Phones,326.92,3,0.0,92.47
ORD-1619,2024-07-02,West,Home Office,Furniture,Tables,189.5,6,0.4,-3.72
ORD-1620,2022-03-24,West,Consumer,Furniture,Furnishings,198.26,6,0.15,2.13
ORD-1621,2023-04-25,Central,Corporate,Furniture,Tables,194.06,8,0.4,-14.87
ORD-1622,2022-04-06,East,Home Office,Furniture,Bookcases,284.06,5,0.15,38.79
ORD-1623,2022-12-23,Central,Home Office,Office Supplies,Art,27.07,5,0.0,6.95
ORD-1624,2024-02-10,Central,Corporate,Furniture,Furnishings,134.37,8,0.4,-0.8
ORD-1625,2022-01-14,South,Consumer,Technology,Machines,935.24,2,0.1,-118.05
ORD-1626,2024-11-19,West,Consumer,Technology,Accessories,229.72,3,0.0,5.41
ORD-1627,2024-01-12,West,Corporate,Technology,Phones,110.82,2,0.2,11.24
ORD-1628,2024-09-13,South,Consumer,Technology,Copiers,545.61,7,0.0,75.0
ORD-1629,2022-02-15,West,Home Office,Furniture,Chairs,182.26,3,0.0,29.16
ORD-1630,2024-11-15,East,Consumer,Furniture,Tables,141.68,3,0.15,11.82
ORD-1631,2024-11-24,East,Home Office,Office Supplies,Labels,73.23,2,0.15,8.55
ORD-1632,2023-03-20,South,Corporate,Office Supplies,Labels,73.3,4,0.0,19.57
ORD-1633,2024-04-21,West,Home Office,Technology,Machines,420.15,3,0.15,64.45
ORD-1634,2023-12-03,East,Consumer,Office Supplies,Labels,162.02,7,0.3,-12.72
ORD-1635,2022-09-28,West,Home Office,Furniture,Chairs,30.55,3,0.3,3.25
ORD-1636,2022-07-17,East,Home Office,Furniture,Furnishings,247.7,2,0.0,85.08
ORD-1637,2024-09-14,East,Home Office,Technology,Machines,701.01,7,0.3,-85.33
ORD-1638,2024-01-29,West,Corporate,Furniture,Furnishings,361.93,6,0.3,-10.69
ORD-1639,2022-07-20,Central,Corporate,Office Supplies,Binders,15.96,2,0.1,2.41
ORD-1640,2023-08-04,Central,Consumer,Technology,Copiers,325.26,1,0.0,50.49
ORD-1641,2024-12-06,South,Home Office,Furniture,Chairs,619.05,6,0.1,54.07
ORD-1642,2024-04-17,West,Corporate,Office Supplies,Paper,28.8,5,0.15,0.05
ORD-1643,2024-05-17,Central,Home Office,Technology,Accessories,283.38,4,0.3,-7.49
ORD-1644,2024-04-26,West,Corporate,Technology,Copiers,29.53,5,0.4,-6.81
ORD-1645,2023-09-21,South,Home Office,Technology,Accessories,499.28,2,0.0,62.61
ORD-1646,2023-04-16,East,Consumer,Office Supplies,Binders,33.51,6,0.3,-1.24
ORD-1647,2022-04-17,East,Consumer,Furniture,Furnishings,109.0,8,0.0,22.63
ORD-1648,2024-06-10,Central,Consumer,Furniture,Chairs,1032.79,2,0.2,31.79
ORD-1649,2022-03-19,South,Home Office,Technology,Copiers,471.15,1,0.15,-14.77
ORD-1650,2022-12-25,South,Consumer,Technology,Copiers,356.67,5,0.1,81.72
ORD-1651,2023-02-03,West,Home Office,Furniture,Tables,211.79,6,0.0,21.63
ORD-1652,2023-05-05,West,Consumer,Technology,Phones,167.63,7,0.15,-23.7
ORD-1653,2023-12-25,South,Home Office,Technology,Copiers,60.2,1,0.1,11.6
ORD-1654,2022-05-21,Central,Corporate,Furniture,Bookcases,566.03,4,0.15,9.64
ORD-1655,2023-02-03,East,Corporate,Office Supplies,Art,37.27,7,0.0,6.24
ORD-1656,2024-11-02,Central,Corporate,Furniture,Chairs,124.04,5,0.0,14.61
ORD-1657,2023-05-28,South,Home Office,Technology,Copiers,133.1,4,0.4,-20.84
ORD-1658,2023-11-27,East,Corporate,Office Supplies,Art,26.02,5,0.0,3.49
ORD-1659,2022-05-19,West,Corporate,Office Supplies,Binders,35.36,6,0.3,2.17
ORD-1660,2024-11-23,Central,Consumer,Technology,Phones,255.27,2,0.15,-14.26
ORD-1661,2024-03-28,East,Home Office,Technology,Accessories,740.66,8,0.0,129.47
ORD-1662,2023-10-05,Central,Consumer,Office Supplies,Binders,57.02,8,0.1,1.51
ORD-1663,2023-02-13,Central,Consumer,Furniture,Tables,272.29,4,0.1,29.14
ORD-1664,2023-05-27,West,Consumer,Technology,Accessories,153.69,2,0.0,22.44
ORD-1665,2024-10-05,East,Corporate,Technology,Phones,247.13,6,0.2,91.78
ORD-1666,2024-10-05,South,Consumer,Technology,Accessories,195.13,7,0.15,18.38
ORD-1667,2023-03-31,East,Home Office,Technology,Machines,115.65,8,0.3,11.87
ORD-1668,2022-03-08,South,Home Office,Technology,Accessories,689.89,8,0.0,49.98
ORD-1669,2022-09-04,Central,Home Office,Technology,Copiers,904.69,1,0.0,33.24
ORD-1670,2023-03-08,East,Corporate,Office Supplies,Labels,12.31,5,0.2,2.67
ORD-1671,2023-01-19,West,Corporate,Technology,Accessories,238.74,6,0.4,-64.06
ORD-1672,2024-01-20,South,Consumer,Furniture,Furnishings,115.3,6,0.3,18.05
ORD-1673,2024-01-18,South,Consumer,Office Supplies,Storage,6.2,4,0.0,0.2
ORD-1674,2022-07-24,West,Home Office,Technology,Accessories,770.96,7,0.3,-102.29
ORD-1675,2023-02-06,South,Consumer,Furniture,Tables,175.54,7,0.0,6.02
ORD-1676,2024-10-20,South,Corporate,Furniture,Bookcases,146.34,1,0.15,33.99
ORD-1677,2024-03-26,East,Consumer,Furniture,Tables,524.47,8,0.15,29.86
ORD-1678,2022-07-17,Central,Corporate,Office Supplies,Storage,18.09,5,0.2,3.0
ORD-1679,2023-12-06,East,Corporate,Furniture,Furnishings,592.92,3,0.1,193.87
ORD-1680,2023-08-06,South,Home Office,Office Supplies,Storage,22.77,2,0.4,-2.43
ORD-1681,2024-02-20,South,Home Office,Technology,Accessories,288.41,3,0.0,39.73
ORD-1682,2023-11-22,South,Consumer,Office Supplies,Labels,45.06,3,0.0,6.28
ORD-1683,2023-12-05,Central,Home Office,Furniture,Bookcases,154.15,5,0.15,-21.81
ORD-1684,2024-03-20,Central,Home Office,Office Supplies,Art,24.98,7,0.4,0.84
ORD-1685,2022-12-09,West,Home Office,Furniture,Chairs,158.97,5,0.1,-13.47
ORD-1686,2022-06-13,South,Consumer,Furniture,Tables,48.75,2,0.0,0.33
ORD-1687,2024-08-27,East,Corporate,Technology,Phones,325.17,2,0.0,110.15
ORD-1688,2023-06-22,East,Home Office,Technology,Machines,351.99,5,0.3,-76.07
ORD-1689,2023-04-15,South,Home Office,Furniture,Bookcases,132.46,3,0.0,-0.18
ORD-1690,2024-12-14,East,Home Office,Furniture,Chairs,97.6,6,0.2,-18.3
ORD-1691,2024-09-02,Central,Home Office,Office Supplies,Labels,56.61,3,0.4,-4.0
ORD-1692,2022-12-29,South,Home Office,Technology,Copiers,106.11,6,0.15,-24.26
ORD-1693,2024-09-13,East,Corporate,Technology,Machines,231.71,6,0.15,25.49
ORD-1694,2024-04-24,Central,Consumer,Office Supplies,Binders,62.37,3,0.0,0.15
ORD-1695,2023-12-06,East,Home Office,Office Supplies,Art,47.87,8,0.4,-2.57
ORD-1696,2023-09-06,Central,Home Office,Furniture,Furnishings,129.49,1,0.1,16.89
ORD-1697,2024-02-05,South,Corporate,Furniture,Furnishings,293.29,3,0.1,16.6
ORD-1698,2024-03-09,Central,Consumer,Office Supplies,Binders,41.1,4,0.3,3.07
ORD-1699,2024-11-24,Central,Home Office,Technology,Accessories,215.88,7,0.15,12.96
ORD-1700,2023-01-21,West,Corporate,Furniture,Tables,70.62,8,0.0,20.14
ORD-1701,2024-07-16,South,Consumer,Office Supplies,Labels,32.02,1,0.2,-3.96
ORD-1702,2022-11-08,West,Consumer,Furniture,Chairs,99.78,5,0.15,0.35
ORD-1703,2022-09-14,East,Consumer,Technology,Copiers,725.42,3,0.0,345.24
ORD-1704,2022-01-31,Central,Corporate,Office Supplies,Binders,26.84,8,0.15,1.84
ORD-1705,2024-01-31,Central,Consumer,Office Supplies,Paper,41.26,1,0.0,8.24
ORD-1706,2023-06-30,South,Consumer,Office Supplies,Paper,88.6,5,0.1,6.76
ORD-1707,2024-02-21,West,Corporate,Furniture,Chairs,184.86,4,0.4,16.62
ORD-1708,2022-03-10,East,Home Office,Furniture,Furnishings,177.05,8,0.1,30.32
ORD-1709,2024-03-07,Central,Consumer,Technology,Accessories,994.87,2,0.0,120.41
ORD-1710,2023-06-03,West,Corporate,Office Supplies,Storage,17.1,4,0.0,3.4
ORD-1711,2022-08-20,Central,Consumer,Furniture,Furnishings,453.22,5,0.0,39.07
ORD-1712,2022-09-03,East,Consumer,Office Supplies,Binders,64.5,3,0.4,0.75
ORD-1713,2024-01-31,West,Corporate,Furniture,Tables,302.99,6,0.0,71.47
ORD-1714,2022-05-03,West,Home Office,Furniture,Bookcases,366.03,3,0.0,88.04
ORD-1715,2024-09-26,Central,Corporate,Furniture,Bookcases,317.61,1,0.1,48.9
ORD-1716,2024-02-13,Central,Consumer,Office Supplies,Binders,32.65,8,0.4,-5.09
ORD-1717,2023-08-27,West,Home Office,Technology,Copiers,55.88,6,0.0,-2.57
ORD-1718,2023-10-25,Central,Home Office,Technology,Copiers,146.77,2,0.0,16.59
ORD-1719,2024-12-23,Central,Corporate,Furniture,Furnishings,213.24,8,0.2,26.24
ORD-1720,2022-01-02,West,Consumer,Technology,Copiers,291.94,4,0.2,-14.03
ORD-1721,2023-10-19,South,Consumer,Technology,Phones,253.02,3,0.4,-10.15
ORD-1722,2023-08-03,Central,Consumer,Office Supplies,Art,6.67,2,0.0,0.39
ORD-1723,2022-03-31,East,Consumer,Furniture,Tables,383.33,8,0.0,28.52
ORD-1724,2023-01-28,South,Home Office,Furniture,Chairs,372.9,5,0.4,-27.32
ORD-1725,2022-04-11,East,Consumer,Office Supplies,Binders,7.28,8,0.1,0.61
ORD-1726,2022-06-13,Central,Home Office,Office Supplies,Paper,34.9,6,0.3,1.16
ORD-1727,2022-04-30,East,Home Office,Technology,Accessories,138.05,5,0.0,26.26
ORD-1728,2022-06-09,East,Home Office,Furniture,Chairs,239.43,7,0.1,29.97
ORD-1729,2023-01-24,West,Home Office,Furniture,Tables,138.64,2,0.3,14.03
ORD-1730,2024-01-04,South,Consumer,Technology,Copiers,437.2,3,0.0,121.2
ORD-1731,2024-04-02,West,Home Office,Technology,Accessories,1464.91,6,0.4,-203.12
ORD-1732,2023-10-08,Central,Corporate,Technology,Accessories,542.46,6,0.3,-45.22
ORD-1733,2023-05-08,South,Home Office,Technology,Machines,208.63,6,0.15,-0.03
ORD-1734,2024-07-15,East,Home Office,Office Supplies,Art,33.73,5,0.0,3.73
ORD-1735,2022-02-03,Central,Consumer,Technology,Machines,328.15,4,0.15,-9.19
ORD-1736,2023-03-16,Central,Home Office,Office Supplies,Paper,71.66,2,0.0,-0.82
ORD-1737,2022-03-19,West,Consumer,Office Supplies,Storage,16.34,6,0.15,3.24
ORD-1738,2023-05-27,Central,Consumer,Furniture,Bookcases,118.53,4,0.3,12.1
ORD-1739,2022-06-08,South,Consumer,Technology,Accessories,261.72,2,0.4,-15.14
ORD-1740,2023-09-08,East,Consumer,Furniture,Furnishings,719.66,6,0.2,158.85
ORD-1741,2024-06-08,West,Home Office,Office Supplies,Paper,63.42,7,0.0,13.49
ORD-1742,2022-04-21,East,Corporate,Office Supplies,Labels,16.39,6,0.0,2.63
ORD-1743,2024-10-25,West,Consumer,Technology,Machines,338.55,8,0.3,8.26
ORD-1744,2024-10-30,South,Corporate,Furniture,Tables,165.69,3,0.3,-2.77
ORD-1745,2022-09-28,South,Home Office,Office Supplies,Paper,23.01,7,0.0,-4.37
ORD-1746,2023-06-22,South,Home Office,Furniture,Furnishings,211.07,3,0.0,17.72
ORD-1747,2024-09-11,South,Corporate,Technology,Machines,93.67,4,0.1,23.25
ORD-1748,2023-05-12,South,Corporate,Furniture,Bookcases,160.83,2,0.0,36.13
ORD-1749,2024-04-27,Central,Consumer,Office Supplies,Storage,11.73,6,0.2,0.2
ORD-1750,2022-02-19,Central,Home Office,Office Supplies,Binders,43.68,3,0.4,-10.33
ORD-1751,2024-06-21,West,Home Office,Furniture,Tables,370.15,3,0.2,75.12
ORD-1752,2022-06-25,West,Home Office,Furniture,Chairs,368.3,5,0.0,2.68
ORD-1753,2022-01-29,Central,Corporate,Office Supplies,Paper,96.28,1,0.4,-2.59
ORD-1754,2023-11-11,West,Home Office,Furniture,Tables,185.32,8,0.15,1.8
ORD-1755,2022-10-17,South,Home Office,Technology,Phones,256.41,5,0.0,-15.2
ORD-1756,2022-12-15,West,Home Office,Furniture,Bookcases,228.14,1,0.15,10.85
ORD-1757,2024-08-10,East,Corporate,Technology,Phones,119.76,6,0.15,20.18
ORD-1758,2022-08-09,South,Consumer,Furniture,Bookcases,11.23,2,0.3,-0.03
ORD-1759,2023-10-09,East,Consumer,Office Supplies,Labels,27.0,8,0.1,9.24
ORD-1760,2022-02-14,Central,Corporate,Furniture,Tables,245.23,7,0.4,8.79
ORD-1761,2022-11-18,Central,Corporate,Furniture,Bookcases,347.05,4,0.15,16.13
ORD-1762,2024-10-23,Central,Corporate,Office Supplies,Paper,38.55,5,0.0,6.25
ORD-1763,2023-04-07,South,Home Office,Furniture,Bookcases,571.61,2,0.0,153.56
ORD-1764,2024-02-22,South,Consumer,Technology,Machines,80.49,7,0.0,13.75
ORD-1765,2023-10-02,South,Home Office,Technology,Accessories,350.33,4,0.0,-43.03
ORD-1766,2022-10-11,West,Corporate,Technology,Machines,127.15,7,0.0,17.5
ORD-1767,2022-10-25,Central,Consumer,Technology,Machines,55.66,3,0.0,3.71
ORD-1768,2023-10-13,Central,Corporate,Furniture,Chairs,201.76,5,0.3,0.51
ORD-1769,2024-06-26,West,Consumer,Technology,Accessories,346.95,3,0.0,43.48
ORD-1770,2023-01-14,West,Home Office,Furniture,Bookcases,120.06,4,0.1,6.6
ORD-1771,2022-02-23,South,Consumer,Office Supplies,Paper,25.78,6,0.4,-0.07
ORD-1772,2023-01-12,South,Consumer,Office Supplies,Art,84.75,4,0.0,17.78
ORD-1773,2023-04-09,East,Corporate,Furniture,Furnishings,451.8,4,0.3,-63.43
ORD-1774,2023-02-20,West,Corporate,Furniture,Chairs,377.46,6,0.4,-29.47
ORD-1775,2024-07-26,South,Consumer,Furniture,Furnishings,293.02,6,0.3,11.61
ORD-1776,2024-03-18,East,Corporate,Technology,Phones,455.34,1,0.4,-68.4
ORD-1777,2023-05-19,East,Home Office,Technology,Copiers,1064.24,1,0.3,4.84
ORD-1778,2023-01-24,South,Corporate,Office Supplies,Art,50.82,8,0.15,16.15
ORD-1779,2022-12-07,East,Home Office,Office Supplies,Storage,33.51,8,0.0,8.41
ORD-1780,2024-07-14,West,Home Office,Furniture,Chairs,123.71,7,0.0,-14.28
ORD-1781,2024-04-26,East,Consumer,Office Supplies,Art,90.67,4,0.4,-6.72
ORD-1782,2024-07-20,Central,Home Office,Furniture,Bookcases,66.05,2,0.0,6.51
ORD-1783,2022-07-06,Central,Consumer,Furniture,Furnishings,318.47,3,0.3,1.83
ORD-1784,2024-02-15,East,Consumer,Technology,Copiers,373.25,3,0.2,109.33
ORD-1785,2022-11-29,East,Corporate,Furniture,Tables,56.69,5,0.15,5.36
ORD-1786,2024-07-02,East,Consumer,Office Supplies,Binders,34.41,1,0.1,5.2
ORD-1787,2023-06-03,South,Corporate,Furniture,Furnishings,211.44,8,0.0,29.56
ORD-1788,2023-05-03,South,Corporate,Furniture,Furnishings,65.21,2,0.4,2.37
ORD-1789,2022-01-14,West,Consumer,Furniture,Bookcases,61.57,3,0.0,10.95
ORD-1790,2022-04-23,East,Consumer,Technology,Accessories,95.55,5,0.0,10.74
ORD-1791,2023-11-10,East,Corporate,Furniture,Chairs,208.22,3,0.0,46.69
ORD-1792,2023-08-06,South,Home Office,Technology,Machines,247.26,1,0.2,-24.74
ORD-1793,2022-07-10,Central,Corporate,Office Supplies,Storage,51.5,7,0.0,10.63
ORD-1794,2022-05-13,West,Consumer,Office Supplies,Art,55.38,6,0.15,1.25
ORD-1795,2024-12-15,West,Home Office,Office Supplies,Labels,31.65,1,0.1,0.14
ORD-1796,2022-08-12,South,Home Office,Technology,Phones,375.15,7,0.15,61.64
ORD-1797,2023-10-11,Central,Consumer,Office Supplies,Labels,28.87,8,0.4,-6.1
ORD-1798,2024-10-05,Central,Consumer,Furniture,Tables,41.93,2,0.0,-3.1
ORD-1799,2022-02-19,West,Home Office,Office Supplies,Paper,66.7,7,0.3,3.25
